cycle_id,M_Conv1_Speed_mmps,M_Conv2_Speed_mmps,M_Conv3_Speed_mmps,M_Conv4_Speed_mmps,I_R01_Gripper_Pot,I_R01_Gripper_Load,I_R02_Gripper_Pot,I_R02_Gripper_Load,I_R03_Gripper_Pot,I_R03_Gripper_Load,I_R04_Gripper_Pot,I_R04_Gripper_Load,Q_Cell_CycleCount,milling_wear_max,milling_wear_mean,milling_wear_std
173,111.0,83.0,111.0,111.0,11241.0,453.0,11659.0,1313.0,2392.0,1375.0,13251.0,583.0,22.0,160,81.33998130258648,30.149190515897278
174,111.0,83.0,111.0,111.0,11281.0,436.0,11621.0,1310.0,2408.0,1384.0,8355.0,634.0,22.0,160,81.33998130258648,30.149190515897278
175,111.0,83.0,111.0,111.0,10832.0,455.0,11700.0,1300.0,2396.0,1372.0,8779.0,568.0,22.0,160,81.33998130258648,30.149190515897278
176,111.0,83.0,111.0,111.0,11241.0,446.0,11672.0,1291.0,2395.0,1356.0,8847.0,604.0,22.0,160,81.33998130258648,30.149190515897278
177,111.0,83.0,111.0,111.0,11245.0,421.0,11680.0,1316.0,2412.0,1372.0,8738.0,732.0,22.0,160,81.33998130258648,30.149190515897278
178,111.0,83.0,111.0,111.0,11322.0,456.0,11698.0,1313.0,2410.0,1390.0,8719.0,499.0,22.0,160,81.33998130258648,30.149190515897278
179,111.0,83.0,111.0,111.0,11190.0,456.0,11694.0,1332.0,2397.0,1377.0,8715.0,653.0,22.0,160,81.33998130258648,30.149190515897278
180,111.0,83.0,111.0,111.0,11204.0,466.0,11684.0,1276.0,2405.0,1379.0,13223.0,528.0,22.0,160,81.33998130258648,30.149190515897278
181,111.0,83.0,111.0,111.0,11176.0,436.0,11670.0,1315.0,2393.0,1384.0,13344.0,624.0,22.0,160,81.33998130258648,30.149190515897278
182,111.0,83.0,111.0,111.0,11189.0,444.0,11671.0,1291.0,2411.0,1385.0,13273.0,596.0,22.0,160,81.33998130258648,30.149190515897278
183,111.0,83.0,111.0,111.0,11213.0,472.0,11660.0,1311.0,2408.0,1377.0,13285.0,610.0,22.0,160,81.33998130258648,30.149190515897278
184,111.0,83.0,111.0,111.0,11264.0,435.0,11699.0,1305.0,2402.0,1369.0,13216.0,615.0,22.0,160,81.33998130258648,30.149190515897278
185,111.0,83.0,111.0,111.0,11209.0,440.0,11656.0,1306.0,2407.0,1365.0,13240.0,627.0,22.0,160,81.33998130258648,30.149190515897278
186,111.0,83.0,111.0,111.0,11572.0,447.0,11634.0,1315.0,2401.0,1372.0,13239.0,631.0,22.0,160,81.33998130258648,30.149190515897278
187,111.0,83.0,111.0,111.0,11218.0,470.0,11664.0,1320.0,2391.0,1382.0,13247.0,630.0,22.0,160,81.33998130258648,30.149190515897278
188,111.0,83.0,111.0,111.0,11186.0,431.0,11609.0,1321.0,2413.0,1389.0,13253.0,561.0,22.0,160,81.33998130258648,30.149190515897278
189,111.0,83.0,111.0,111.0,11276.0,424.0,11727.0,1300.0,2408.0,1379.0,8639.0,652.0,22.0,160,81.33998130258648,30.149190515897278
190,111.0,83.0,111.0,111.0,11259.0,306.0,11604.0,1303.0,2399.0,1376.0,8897.0,632.0,22.0,160,81.33998130258648,30.149190515897278
191,111.0,83.0,111.0,111.0,11167.0,432.0,11697.0,1327.0,2402.0,1372.0,8966.0,683.0,22.0,160,81.33998130258648,30.149190515897278
192,111.0,83.0,111.0,111.0,11187.0,432.0,11626.0,1317.0,2398.0,1383.0,8947.0,692.0,22.0,160,81.33998130258648,30.149190515897278
193,111.0,83.0,111.0,111.0,11272.0,443.0,11704.0,1337.0,2387.0,1369.0,8613.0,609.0,22.0,160,81.33998130258648,30.149190515897278
194,111.0,83.0,111.0,111.0,11252.0,484.0,11688.0,1345.0,2416.0,1389.0,8709.0,644.0,22.0,160,81.33998130258648,30.149190515897278
195,111.0,83.0,111.0,111.0,11383.0,456.0,11656.0,1325.0,2409.0,1374.0,8903.0,642.0,22.0,160,81.33998130258648,30.149190515897278
196,111.0,83.0,111.0,111.0,11197.0,440.0,11680.0,1302.0,2408.0,1386.0,13287.0,638.0,22.0,160,81.33998130258648,30.149190515897278
197,111.0,83.0,111.0,111.0,11195.0,451.0,11685.0,1337.0,2413.0,1384.0,13198.0,601.0,22.0,160,81.33998130258648,30.149190515897278
198,111.0,83.0,111.0,111.0,11231.0,484.0,11671.0,1324.0,2402.0,1384.0,13253.0,626.0,22.0,160,81.33998130258648,30.149190515897278
199,111.0,83.0,111.0,111.0,11196.0,438.0,11734.0,1318.0,2393.0,1377.0,13277.0,603.0,22.0,160,81.33998130258648,30.149190515897278
200,111.0,83.0,111.0,111.0,11195.0,227.0,11691.0,1321.0,2402.0,1383.0,12519.0,589.0,22.0,160,81.33998130258648,30.149190515897278
201,111.0,83.0,111.0,111.0,10795.0,474.0,11636.0,1286.0,2395.0,1367.0,12690.0,590.0,22.0,160,81.33998130258648,30.149190515897278
202,111.0,83.0,111.0,111.0,11306.0,451.0,11666.0,1308.0,2409.0,1375.0,12139.0,675.0,22.0,160,81.33998130258648,30.149190515897278
203,111.0,83.0,111.0,111.0,11213.0,452.0,11722.0,1318.0,2397.0,1379.0,11999.0,604.0,22.0,160,81.33998130258648,30.149190515897278
204,111.0,83.0,111.0,111.0,11270.0,470.0,11683.0,1318.0,2393.0,1369.0,12301.0,771.0,22.0,160,81.33998130258648,30.149190515897278
205,111.0,83.0,111.0,111.0,11259.0,451.0,11678.0,1302.0,2411.0,1383.0,12258.0,601.0,22.0,160,81.33998130258648,30.149190515897278
206,111.0,83.0,111.0,111.0,11227.0,419.0,11713.0,1328.0,2407.0,1391.0,11901.0,596.0,22.0,160,81.33998130258648,30.149190515897278
207,111.0,83.0,111.0,111.0,11607.0,427.0,11606.0,1289.0,2405.0,1384.0,12162.0,650.0,22.0,160,81.33998130258648,30.149190515897278
208,111.0,83.0,111.0,111.0,11231.0,471.0,11686.0,1320.0,2409.0,1362.0,12173.0,608.0,22.0,160,81.33998130258648,30.149190515897278
209,111.0,83.0,111.0,111.0,11255.0,401.0,11675.0,1312.0,2400.0,1384.0,13243.0,611.0,22.0,160,81.33998130258648,30.149190515897278
210,111.0,83.0,111.0,111.0,11257.0,524.0,11622.0,1315.0,2414.0,1363.0,13189.0,615.0,22.0,160,81.33998130258648,30.149190515897278
211,111.0,83.0,111.0,111.0,11248.0,414.0,11644.0,1291.0,2399.0,1398.0,13224.0,713.0,22.0,160,81.33998130258648,30.149190515897278
212,111.0,83.0,111.0,111.0,11223.0,454.0,11635.0,1330.0,2408.0,1400.0,13260.0,519.0,22.0,160,81.33998130258648,30.149190515897278
213,111.0,83.0,111.0,111.0,11195.0,408.0,11625.0,1319.0,2417.0,1373.0,13227.0,548.0,22.0,160,81.33998130258648,30.149190515897278
214,111.0,83.0,111.0,111.0,11242.0,453.0,11636.0,1308.0,2402.0,1371.0,13287.0,-743.0,22.0,160,81.33998130258648,30.149190515897278
215,111.0,83.0,111.0,111.0,11172.0,444.0,11681.0,1303.0,2413.0,1361.0,13240.0,-465.0,22.0,160,81.33998130258648,30.149190515897278
216,111.0,83.0,111.0,111.0,11190.0,442.0,11652.0,1293.0,2392.0,1386.0,13218.0,-578.0,22.0,160,81.33998130258648,30.149190515897278
217,111.0,83.0,111.0,111.0,10764.0,265.0,11671.0,1314.0,2394.0,1349.0,13268.0,605.0,22.0,160,81.33998130258648,30.149190515897278
218,111.0,83.0,111.0,111.0,11280.0,445.0,11620.0,1313.0,2389.0,1374.0,8715.0,615.0,22.0,160,81.33998130258648,30.149190515897278
219,111.0,83.0,111.0,111.0,11149.0,355.0,11641.0,1305.0,2406.0,1368.0,8550.0,623.0,22.0,160,81.33998130258648,30.149190515897278
220,111.0,83.0,111.0,111.0,11218.0,430.0,11620.0,1320.0,2396.0,1382.0,8734.0,551.0,22.0,160,81.33998130258648,30.149190515897278
221,111.0,83.0,111.0,111.0,11185.0,449.0,11616.0,1292.0,2395.0,1373.0,8617.0,659.0,22.0,160,81.33998130258648,30.149190515897278
222,111.0,83.0,111.0,111.0,11240.0,435.0,11649.0,1298.0,2405.0,1378.0,7882.0,656.0,22.0,160,81.33998130258648,30.149190515897278
223,111.0,83.0,111.0,111.0,11277.0,386.0,11717.0,1316.0,2411.0,1367.0,8502.0,734.0,22.0,160,81.33998130258648,30.149190515897278
224,111.0,83.0,111.0,111.0,11252.0,419.0,11733.0,1310.0,2402.0,1394.0,8899.0,615.0,22.0,160,81.33998130258648,30.149190515897278
225,111.0,83.0,111.0,111.0,11223.0,414.0,11665.0,1315.0,2387.0,1372.0,8616.0,636.0,22.0,160,81.33998130258648,30.149190515897278
226,111.0,83.0,111.0,111.0,11213.0,452.0,11681.0,1298.0,2400.0,1366.0,8649.0,642.0,22.0,160,81.33998130258648,30.149190515897278
227,111.0,83.0,111.0,111.0,11234.0,446.0,11716.0,1300.0,2405.0,1386.0,13252.0,623.0,22.0,160,81.33998130258648,30.149190515897278
228,111.0,83.0,111.0,111.0,11217.0,463.0,11647.0,1314.0,2398.0,1383.0,13216.0,525.0,22.0,160,81.33998130258648,30.149190515897278
229,111.0,83.0,111.0,111.0,11266.0,460.0,11679.0,1297.0,2399.0,1364.0,13253.0,624.0,22.0,160,81.33998130258648,30.149190515897278
230,111.0,83.0,111.0,111.0,11178.0,443.0,11650.0,1313.0,2397.0,1368.0,13296.0,618.0,22.0,160,81.33998130258648,30.149190515897278
231,111.0,83.0,111.0,111.0,11182.0,472.0,11697.0,1313.0,2405.0,1388.0,13287.0,630.0,22.0,160,81.33998130258648,30.149190515897278
232,111.0,83.0,111.0,111.0,11252.0,453.0,11643.0,1330.0,2378.0,1371.0,13197.0,-1332.0,22.0,160,81.33998130258648,30.149190515897278
233,111.0,83.0,111.0,111.0,11233.0,459.0,11688.0,1309.0,2392.0,1363.0,13236.0,648.0,22.0,160,81.33998130258648,30.149190515897278
234,111.0,83.0,111.0,111.0,11258.0,438.0,11646.0,1314.0,2400.0,1361.0,13207.0,607.0,22.0,160,81.33998130258648,30.149190515897278
235,111.0,83.0,111.0,111.0,11265.0,415.0,11692.0,1317.0,2401.0,1355.0,11675.0,604.0,22.0,160,81.33998130258648,30.149190515897278
236,111.0,83.0,111.0,111.0,11235.0,433.0,11628.0,1332.0,2399.0,1390.0,11702.0,584.0,22.0,160,81.33998130258648,30.149190515897278
237,111.0,83.0,111.0,111.0,11265.0,463.0,11662.0,1318.0,2401.0,1382.0,11727.0,577.0,22.0,160,81.33998130258648,30.149190515897278
238,111.0,83.0,111.0,111.0,11192.0,493.0,11647.0,1304.0,2416.0,1380.0,11169.0,656.0,22.0,160,81.33998130258648,30.149190515897278
239,111.0,83.0,111.0,111.0,11232.0,418.0,11702.0,1330.0,2407.0,1383.0,11672.0,907.0,22.0,160,81.33998130258648,30.149190515897278
240,111.0,83.0,111.0,111.0,11245.0,497.0,11709.0,1295.0,2409.0,1370.0,11658.0,677.0,22.0,160,81.33998130258648,30.149190515897278
241,111.0,83.0,111.0,111.0,11298.0,455.0,11720.0,1321.0,2407.0,1366.0,11148.0,594.0,22.0,160,81.33998130258648,30.149190515897278
242,111.0,83.0,111.0,111.0,11240.0,485.0,11681.0,1312.0,2397.0,1383.0,11660.0,639.0,22.0,160,81.33998130258648,30.149190515897278
243,111.0,83.0,111.0,111.0,11191.0,454.0,11664.0,1311.0,2409.0,1360.0,13254.0,625.0,22.0,160,81.33998130258648,30.149190515897278
244,111.0,83.0,111.0,111.0,11267.0,452.0,11718.0,1309.0,2408.0,1363.0,12863.0,667.0,22.0,160,81.33998130258648,30.149190515897278
245,111.0,83.0,111.0,111.0,11225.0,426.0,11705.0,1321.0,2407.0,1374.0,13187.0,604.0,22.0,160,81.33998130258648,30.149190515897278
246,111.0,83.0,111.0,111.0,11217.0,441.0,11704.0,1313.0,2406.0,1373.0,13205.0,613.0,22.0,160,81.33998130258648,30.149190515897278
247,111.0,83.0,111.0,111.0,11192.0,443.0,11680.0,1321.0,2415.0,1379.0,13177.0,623.0,22.0,160,81.33998130258648,30.149190515897278
248,111.0,83.0,111.0,111.0,11267.0,446.0,11663.0,1317.0,2391.0,1368.0,13279.0,594.0,22.0,160,81.33998130258648,30.149190515897278
249,111.0,83.0,111.0,111.0,11207.0,430.0,11678.0,1290.0,2412.0,1390.0,13188.0,726.0,22.0,160,81.33998130258648,30.149190515897278
250,111.0,83.0,111.0,111.0,11171.0,436.0,11699.0,1315.0,2397.0,1359.0,13290.0,783.0,22.0,160,81.33998130258648,30.149190515897278
251,111.0,83.0,111.0,111.0,11230.0,428.0,11703.0,1317.0,2397.0,1382.0,13101.0,617.0,22.0,160,81.33998130258648,30.149190515897278
252,111.0,83.0,111.0,111.0,11182.0,457.0,11687.0,1339.0,2403.0,1360.0,13516.0,608.0,22.0,160,81.33998130258648,30.149190515897278
253,111.0,83.0,111.0,111.0,11246.0,452.0,11699.0,1339.0,2403.0,1372.0,13259.0,655.0,22.0,160,81.33998130258648,30.149190515897278
254,111.0,83.0,111.0,111.0,11199.0,447.0,11668.0,1302.0,2396.0,1382.0,13155.0,588.0,22.0,160,81.33998130258648,30.149190515897278
255,111.0,83.0,111.0,111.0,11246.0,436.0,11692.0,1320.0,2400.0,1383.0,12400.0,629.0,22.0,160,81.33998130258648,30.149190515897278
256,111.0,83.0,111.0,111.0,11255.0,474.0,11730.0,1316.0,2408.0,1379.0,12256.0,630.0,22.0,160,81.33998130258648,30.149190515897278
257,111.0,83.0,111.0,111.0,11210.0,454.0,11658.0,1289.0,2400.0,1377.0,12109.0,724.0,22.0,160,81.33998130258648,30.149190515897278
258,111.0,83.0,111.0,111.0,11244.0,444.0,11710.0,1294.0,2403.0,1373.0,12159.0,601.0,22.0,160,81.33998130258648,30.149190515897278
259,111.0,83.0,111.0,111.0,11208.0,469.0,11666.0,1329.0,2396.0,1393.0,12225.0,529.0,22.0,160,81.33998130258648,30.149190515897278
260,111.0,83.0,111.0,111.0,11246.0,504.0,11717.0,1319.0,2409.0,1371.0,12344.0,614.0,22.0,160,81.33998130258648,30.149190515897278
261,111.0,83.0,111.0,111.0,11280.0,477.0,11692.0,1333.0,2393.0,1387.0,12319.0,575.0,22.0,160,81.33998130258648,30.149190515897278
262,111.0,83.0,111.0,111.0,11226.0,487.0,11709.0,1322.0,2407.0,1367.0,12371.0,619.0,22.0,160,81.33998130258648,30.149190515897278
263,111.0,83.0,111.0,111.0,11186.0,469.0,11698.0,1309.0,2408.0,1374.0,12311.0,616.0,22.0,160,81.33998130258648,30.149190515897278
264,111.0,83.0,111.0,111.0,11311.0,454.0,11677.0,1322.0,2411.0,1380.0,12413.0,567.0,22.0,160,81.33998130258648,30.149190515897278
265,111.0,83.0,111.0,111.0,11230.0,482.0,11699.0,1331.0,2396.0,1378.0,12216.0,631.0,22.0,160,81.33998130258648,30.149190515897278
266,111.0,83.0,111.0,111.0,11271.0,489.0,11699.0,1336.0,2400.0,1383.0,12319.0,629.0,22.0,160,81.33998130258648,30.149190515897278
267,111.0,83.0,111.0,111.0,11556.0,458.0,11732.0,1296.0,2414.0,1371.0,12217.0,577.0,22.0,160,81.33998130258648,30.149190515897278
268,111.0,83.0,111.0,111.0,11216.0,451.0,11690.0,1284.0,2409.0,1383.0,12370.0,595.0,22.0,160,81.33998130258648,30.149190515897278
269,111.0,83.0,111.0,111.0,11269.0,469.0,11677.0,1311.0,2393.0,1369.0,13268.0,612.0,22.0,160,81.33998130258648,30.149190515897278
270,111.0,83.0,111.0,111.0,11231.0,421.0,11616.0,1329.0,2409.0,1385.0,13254.0,-221.0,22.0,160,81.33998130258648,30.149190515897278
271,111.0,83.0,111.0,111.0,11231.0,352.0,11693.0,1309.0,2406.0,1381.0,13259.0,616.0,22.0,160,81.33998130258648,30.149190515897278
272,111.0,83.0,111.0,111.0,11217.0,419.0,11693.0,1302.0,2399.0,1371.0,13275.0,-952.0,22.0,160,81.33998130258648,30.149190515897278
273,111.0,83.0,111.0,111.0,11206.0,472.0,11638.0,1308.0,2404.0,1371.0,13166.0,626.0,23.0,160,81.33998130258648,30.149190515897278
274,111.0,83.0,111.0,111.0,11220.0,474.0,11625.0,1321.0,2418.0,1385.0,13159.0,545.0,23.0,160,81.33998130258648,30.149190515897278
275,111.0,83.0,111.0,111.0,11209.0,376.0,11716.0,1314.0,2412.0,1380.0,13143.0,553.0,23.0,160,81.33998130258648,30.149190515897278
276,111.0,83.0,111.0,111.0,11224.0,469.0,11666.0,1331.0,2401.0,1368.0,13115.0,504.0,23.0,160,81.33998130258648,30.149190515897278
277,111.0,83.0,111.0,111.0,11212.0,471.0,11634.0,1310.0,2402.0,1390.0,13097.0,527.0,23.0,160,81.33998130258648,30.149190515897278
278,111.0,83.0,111.0,111.0,11318.0,474.0,11643.0,1304.0,2419.0,1354.0,13119.0,567.0,23.0,160,81.33998130258648,30.149190515897278
279,111.0,83.0,111.0,111.0,11196.0,477.0,11649.0,1315.0,2397.0,1384.0,13041.0,586.0,23.0,160,81.33998130258648,30.149190515897278
280,111.0,83.0,111.0,111.0,11191.0,417.0,11642.0,1316.0,2410.0,1373.0,13106.0,579.0,23.0,160,81.33998130258648,30.149190515897278
281,111.0,83.0,111.0,111.0,11257.0,439.0,11666.0,1314.0,2405.0,1374.0,13149.0,593.0,23.0,160,81.33998130258648,30.149190515897278
282,111.0,83.0,111.0,111.0,11534.0,459.0,11695.0,1337.0,2415.0,1378.0,13010.0,630.0,23.0,160,81.33998130258648,30.149190515897278
283,111.0,83.0,111.0,111.0,11154.0,476.0,11663.0,1322.0,2413.0,1358.0,13127.0,574.0,23.0,160,81.33998130258648,30.149190515897278
284,111.0,83.0,111.0,111.0,5272.0,470.0,11621.0,1317.0,2397.0,1374.0,13195.0,598.0,23.0,160,81.33998130258648,30.149190515897278
285,111.0,83.0,111.0,111.0,5243.0,468.0,11674.0,1326.0,2402.0,1361.0,13226.0,666.0,23.0,160,81.33998130258648,30.149190515897278
286,111.0,83.0,111.0,111.0,5737.0,436.0,11635.0,1304.0,2407.0,1384.0,13196.0,652.0,23.0,160,81.33998130258648,30.149190515897278
287,111.0,83.0,111.0,111.0,5278.0,449.0,11743.0,1342.0,2404.0,1378.0,13312.0,647.0,23.0,160,81.33998130258648,30.149190515897278
288,111.0,83.0,111.0,111.0,4917.0,455.0,11635.0,1312.0,2398.0,1368.0,13189.0,689.0,23.0,160,81.33998130258648,30.149190515897278
289,111.0,83.0,111.0,111.0,5245.0,430.0,11731.0,1293.0,2392.0,1373.0,13252.0,656.0,23.0,160,81.33998130258648,30.149190515897278
290,111.0,83.0,111.0,111.0,5225.0,480.0,11658.0,1331.0,2418.0,1364.0,13220.0,619.0,23.0,160,81.33998130258648,30.149190515897278
291,111.0,83.0,111.0,111.0,5290.0,459.0,11721.0,1319.0,2409.0,1382.0,13200.0,665.0,23.0,160,81.33998130258648,30.149190515897278
292,111.0,83.0,111.0,111.0,5266.0,455.0,11676.0,1333.0,2416.0,1372.0,13276.0,665.0,23.0,160,81.33998130258648,30.149190515897278
293,111.0,83.0,111.0,111.0,5194.0,435.0,11648.0,1296.0,2407.0,1370.0,13295.0,669.0,23.0,160,81.33998130258648,30.149190515897278
294,111.0,83.0,111.0,111.0,5245.0,335.0,11674.0,1322.0,2399.0,1366.0,13322.0,679.0,23.0,160,81.33998130258648,30.149190515897278
295,111.0,83.0,111.0,111.0,5290.0,463.0,11649.0,1311.0,2414.0,1380.0,13274.0,670.0,23.0,160,81.33998130258648,30.149190515897278
296,111.0,83.0,111.0,111.0,5255.0,159.0,11684.0,1328.0,2393.0,1397.0,13301.0,684.0,23.0,160,81.33998130258648,30.149190515897278
297,111.0,83.0,111.0,111.0,5219.0,463.0,11696.0,1302.0,2398.0,1369.0,13391.0,651.0,23.0,160,81.33998130258648,30.149190515897278
298,111.0,83.0,111.0,111.0,5546.0,421.0,11698.0,1331.0,2405.0,1386.0,13286.0,589.0,23.0,160,81.33998130258648,30.149190515897278
299,111.0,83.0,111.0,111.0,5276.0,443.0,11722.0,1312.0,2407.0,1376.0,13256.0,725.0,23.0,160,81.33998130258648,30.149190515897278
300,111.0,83.0,111.0,111.0,10971.0,407.0,11664.0,1289.0,2397.0,1357.0,13169.0,629.0,23.0,160,81.33998130258648,30.149190515897278
301,111.0,83.0,111.0,111.0,11301.0,425.0,11704.0,1320.0,2398.0,1361.0,13210.0,624.0,23.0,160,81.33998130258648,30.149190515897278
302,111.0,83.0,111.0,111.0,11185.0,433.0,11680.0,1293.0,2401.0,1361.0,13157.0,616.0,23.0,160,81.33998130258648,30.149190515897278
303,111.0,83.0,111.0,111.0,11236.0,466.0,11641.0,1327.0,2408.0,1373.0,13277.0,670.0,23.0,160,81.33998130258648,30.149190515897278
304,111.0,83.0,111.0,111.0,11188.0,466.0,11659.0,1305.0,2409.0,1370.0,13238.0,621.0,23.0,160,81.33998130258648,30.149190515897278
305,111.0,83.0,111.0,111.0,11146.0,446.0,11712.0,1329.0,2409.0,1372.0,13180.0,599.0,23.0,160,81.33998130258648,30.149190515897278
306,111.0,111.0,111.0,111.0,11211.0,453.0,11651.0,1317.0,2413.0,1361.0,13045.0,565.0,23.0,160,81.33998130258648,30.149190515897278
307,111.0,111.0,111.0,111.0,11248.0,194.0,11753.0,1296.0,2399.0,1391.0,13099.0,622.0,23.0,160,81.33998130258648,30.149190515897278
308,111.0,111.0,111.0,111.0,11230.0,412.0,11732.0,1310.0,2409.0,1385.0,13188.0,593.0,23.0,160,81.33998130258648,30.149190515897278
309,111.0,111.0,111.0,111.0,11249.0,404.0,11733.0,1300.0,2414.0,1387.0,13154.0,608.0,23.0,160,81.33998130258648,30.149190515897278
310,111.0,111.0,111.0,111.0,11274.0,467.0,11697.0,1329.0,2418.0,1376.0,13184.0,529.0,23.0,160,81.33998130258648,30.149190515897278
311,111.0,111.0,111.0,111.0,11165.0,312.0,11695.0,1254.0,2404.0,1379.0,13083.0,819.0,23.0,160,81.33998130258648,30.149190515897278
312,111.0,111.0,111.0,111.0,11220.0,404.0,11697.0,1323.0,2410.0,1363.0,13171.0,623.0,23.0,160,81.33998130258648,30.149190515897278
313,111.0,111.0,111.0,111.0,11049.0,452.0,11658.0,1325.0,2405.0,1361.0,12865.0,560.0,23.0,160,81.33998130258648,30.149190515897278
314,111.0,111.0,111.0,111.0,11228.0,451.0,11680.0,1304.0,2405.0,1359.0,13127.0,560.0,23.0,160,81.33998130258648,30.149190515897278
315,111.0,111.0,111.0,111.0,11236.0,451.0,11633.0,1313.0,2402.0,1379.0,13157.0,607.0,23.0,160,81.33998130258648,30.149190515897278
316,111.0,111.0,111.0,111.0,11213.0,370.0,11637.0,1297.0,2396.0,1355.0,13285.0,574.0,23.0,160,81.33998130258648,30.149190515897278
317,111.0,111.0,111.0,111.0,11216.0,472.0,11693.0,1295.0,2411.0,1372.0,13116.0,611.0,23.0,160,81.33998130258648,30.149190515897278
318,111.0,111.0,111.0,111.0,11252.0,441.0,11643.0,1305.0,2406.0,1353.0,13149.0,549.0,23.0,160,81.33998130258648,30.149190515897278
319,111.0,111.0,111.0,111.0,11226.0,502.0,11633.0,1321.0,2396.0,1381.0,13178.0,586.0,23.0,160,81.33998130258648,30.149190515897278
320,111.0,111.0,111.0,111.0,11225.0,414.0,11684.0,1316.0,2410.0,1364.0,13162.0,590.0,23.0,160,81.33998130258648,30.149190515897278
321,111.0,111.0,111.0,111.0,11191.0,457.0,11699.0,1313.0,2412.0,1353.0,13178.0,578.0,23.0,160,81.33998130258648,30.149190515897278
322,111.0,111.0,111.0,111.0,11160.0,442.0,11643.0,1309.0,2397.0,1319.0,13195.0,555.0,23.0,160,81.33998130258648,30.149190515897278
323,111.0,111.0,111.0,111.0,11221.0,432.0,11697.0,1322.0,2405.0,1381.0,13147.0,563.0,23.0,160,81.33998130258648,30.149190515897278
324,111.0,111.0,111.0,111.0,11182.0,411.0,11666.0,1325.0,2400.0,1377.0,13121.0,587.0,23.0,160,81.33998130258648,30.149190515897278
325,111.0,111.0,111.0,111.0,11168.0,460.0,11663.0,1308.0,2403.0,1374.0,13173.0,589.0,23.0,160,81.33998130258648,30.149190515897278
326,111.0,111.0,111.0,111.0,11195.0,412.0,11598.0,1342.0,2402.0,1358.0,13196.0,565.0,23.0,160,81.33998130258648,30.149190515897278
327,111.0,111.0,111.0,111.0,11498.0,436.0,11601.0,1281.0,2404.0,1362.0,13206.0,586.0,23.0,160,81.33998130258648,30.149190515897278
328,111.0,111.0,111.0,111.0,11281.0,432.0,11601.0,1299.0,2404.0,1392.0,13224.0,514.0,23.0,160,81.33998130258648,30.149190515897278
329,111.0,111.0,111.0,111.0,11162.0,420.0,11681.0,1291.0,2400.0,1375.0,13230.0,572.0,23.0,160,81.33998130258648,30.149190515897278
330,111.0,111.0,111.0,111.0,11261.0,438.0,11603.0,1331.0,2407.0,1383.0,13099.0,524.0,23.0,160,81.33998130258648,30.149190515897278
331,111.0,111.0,111.0,111.0,11177.0,477.0,6453.0,1291.0,2406.0,1365.0,13191.0,722.0,23.0,160,81.33998130258648,30.149190515897278
332,111.0,111.0,111.0,111.0,11215.0,329.0,6464.0,1320.0,2412.0,1350.0,13170.0,592.0,23.0,160,81.33998130258648,30.149190515897278
333,111.0,111.0,111.0,111.0,10810.0,431.0,6469.0,1320.0,2401.0,1378.0,13170.0,619.0,23.0,160,81.33998130258648,30.149190515897278
334,111.0,111.0,111.0,111.0,11206.0,298.0,6445.0,1344.0,2396.0,1359.0,13203.0,670.0,23.0,160,81.33998130258648,30.149190515897278
335,111.0,111.0,111.0,111.0,11220.0,439.0,6438.0,1325.0,2405.0,1361.0,13148.0,635.0,23.0,160,81.33998130258648,30.149190515897278
336,111.0,111.0,111.0,111.0,11245.0,419.0,6431.0,1317.0,2410.0,1351.0,13221.0,582.0,23.0,160,81.33998130258648,30.149190515897278
337,111.0,111.0,111.0,111.0,11185.0,343.0,6418.0,1299.0,2402.0,1349.0,12986.0,676.0,23.0,160,81.33998130258648,30.149190515897278
338,111.0,111.0,111.0,111.0,11250.0,414.0,6423.0,1310.0,2395.0,1369.0,13185.0,601.0,23.0,160,81.33998130258648,30.149190515897278
339,111.0,111.0,111.0,111.0,11177.0,420.0,6462.0,1315.0,2415.0,1377.0,13261.0,740.0,23.0,160,81.33998130258648,30.149190515897278
340,111.0,111.0,111.0,111.0,10859.0,455.0,6405.0,1323.0,2404.0,1369.0,13117.0,601.0,23.0,160,81.33998130258648,30.149190515897278
341,111.0,111.0,111.0,111.0,11174.0,490.0,11708.0,1319.0,2399.0,1377.0,13225.0,589.0,23.0,160,81.33998130258648,30.149190515897278
342,111.0,111.0,111.0,111.0,11449.0,425.0,11711.0,1329.0,2402.0,1364.0,13094.0,590.0,23.0,160,81.33998130258648,30.149190515897278
343,111.0,111.0,111.0,111.0,11212.0,471.0,11683.0,1293.0,2393.0,1359.0,13151.0,604.0,23.0,160,81.33998130258648,30.149190515897278
344,111.0,111.0,111.0,111.0,11242.0,458.0,11655.0,1308.0,2416.0,1387.0,13186.0,604.0,23.0,160,81.33998130258648,30.149190515897278
345,111.0,111.0,111.0,111.0,11210.0,485.0,11648.0,1314.0,2410.0,1360.0,13256.0,621.0,23.0,160,81.33998130258648,30.149190515897278
346,111.0,111.0,111.0,111.0,11270.0,466.0,11686.0,1317.0,2411.0,1365.0,13163.0,591.0,23.0,160,81.33998130258648,30.149190515897278
347,111.0,111.0,111.0,111.0,11159.0,476.0,11679.0,1310.0,2399.0,1374.0,13159.0,535.0,23.0,160,81.33998130258648,30.149190515897278
348,111.0,111.0,111.0,111.0,11182.0,435.0,11716.0,1292.0,2407.0,1369.0,12861.0,619.0,23.0,160,81.33998130258648,30.149190515897278
